text,ad
"Can Inspiration make your heart stop and your pulse race at the same time? Yes. Can a 340-horsepower HEMI® V8 provide both raw acceleration and intelligent fuel economy? With our MDS system, definitely. And can all this style and engineering be yours for under 33K? Absolutely. The Totally New Chrysler 300C. Chrysler - Inspiration Comes Standard.",1
"It took years to collect five. Now find number six in a couple of clicks. You've always yearned for that missing car. The Cooper-Bristol. Now you can track it down, check its value, place a bid and it could be yours. All on our site. The race is on.",1
"When you change everything and break the rules, you can expect a reaction. We sure got one. Four Dodge name plates were just named Consumer's Digest's Best Buys. So we're celebrating with a great lease rate on this best buy -- Dodge Caravan. Right now, you can lease a DODGE CARAVAN for zero down and $249 a month. See the friendly Dodge dealer near you. Get zero percent financing at participating dealers.",1
"Now it's even easier to take off in a Dodge Charger. After $1,500 cash back, Charger's just27 grand for starters, or 33 grand nicely equipped with lots of neat stuff like A/C, bluetooth, and power everything. Plus get low 1.9% APR financing for up to 60 months. Butyou better move quick. They're going pretty fast these days.",1
"Introducing the most powerful production vehicle under 30,000. The all-new Dodge Magnum RT. Open it up and you'll find the power of a 340-horsepower HEMI V8 engine and the performance of world-class ride and handling. Dodge Magnum. Visit dodge.com today!",1
"Now it's even easier to take off in a Dodge Neon. After $1,500 cash back, Neon's just 14 grand for starters, or 16 grand nicely equipped with lots of neat stuff like A/C, automatic, power front windows, power locks and power mirrors. Plus get low 1.9% APR financing for up to 60 months. But you better move quick. They're going pretty fast these days.",1
There's a certain kind of honor that stops you in your tracksA respects that demands attentionAnd a pride that no matter where you come from you can appreciate.It's like a song that we can all hear but only in the most special moments do we all come together to listen.Veterans own that honor. They deserve that attention. Because we could never appreciate their sacrifice enough.So this Veteran's Day stop... take a minute and say thank you.At Ram we will too.,1
A collection of treasureslies between these bumpers.Legendary engines.Industry gold.Awards.Out the tailpipe.And world class warrantiesto back it all up.Sounds like you just hit the jackpot.Ram.,1
"Under 21 and barely legal. The Dodge SRT-4 is the fastest production car under $21,000. It can accelerate from 0 to 60 in just 5.8 seconds. And, its race-inspired good looks will whiplash necks outside the vehicle. All of which gives it sick street cred. Please visit dodge.com or call 800-4DODGE.",1
"Dodge Stratus. This ride has all the necessary style to make the streets green with envy. The Dodge Stratus R/T comes equipped with 17-inch aluminum wheels, Premium Gold sound system and V6 200 horsepower engine. So if they want to stare let them. Just don't stop until you see the red in their eyes. For more information visit dodge.com or call 800-4ADODGE.",1
"If you've been waiting for just the right moment to buy a new Dodge car or truck, your wait is over. Announcing the Dodge clearance sale, where you'll find great deals on every '14 Dodge in stock. Like low interest rates for qualified buyers. Or cash-back incentives up to $1,500 on select cars. You've waited a long time for an event like this. Well now you can't afford to wait one more minute, because once the 14s are gone, they're gone. So get to the Dodge clearance sale, before the Dodge you want goes to somebody else. See the friendly Dodge dealer near you.",1
"Dodge trucks. Fifty foot hairy tarantulas? Alien Armies? No, our competitors fear only one thing- the most powerful line of trucks- including Dakota, Durango and Ram Heavy Duty.Two words to other trucks. Nighty, night. For info, visit dodge.com or call 800-4A-DODGE.They have starring roles in other trucks' nightmares. Dodge. Grab life by the horns.",1
"It has no clients, no conferences, no appointments, no schedules.For contemporary man that kind of freedom is found in a different form.Eldorado! ... with the North Star system ... by Cadillac.",1
"FERRARI TESTAROSSA: The car that can make driving feel like playing. When you're behind the wheel of the new Ferrari Testarossa, the open road is your playground. Test-drive the new Ferrari today and remember what fun feels like...",1
"It is the fruit of a huge amount of work and passionand incorporates our most innovative technologiesworking with the best technological partners in the world.This is an extraordinarily high performance car.It's 740 horsepower, in factmake it the most powerful road car Ferrari has ever built.Aside from performance, our other focus was weight reduction.Using aluminum to produce a carthat's not only more rigid and therefore saferbut also more compact and very, very light.Efficiency was another area in which we concentratedAnd the result is a car that has made huge stridesin terms of fuel consumption and emissions.Each and every detail has beenmeticulously designed and executed.It brims with personality and innovative stylingdeveloped with the aid of intensive wind tunnel testingand adopting pioneering solutions.The result is a very beautiful car.Here is the F12 Berlinetta.",1
"Introducing a car company that's never made a single car.We took the power of a nine year old V-8 and gave it theimpressive handling of Firestone's Destination Tire.Now, moms agree. Every milk run feels like a victory lap.So whatever you drive......drive a Firestone.",1
"Ford F Series PickupsIt's easy to see why Ford has the top selling pickup truck in America. Because, when you look into a Ford, you'll find innovation, attention to details, and exceptional value - qualities that have made the Ford F Series America's best selling truck for 19 straight years.With this kind of success, the next thing you'll see when you look into a Ford pickup might just be yourself. Have you driven a Ford lately?",1
"Ford F Series PickupsIt's easy to see why Ford has the top selling pickup truck in America. Because, when you look into a Ford, you'll find innovation, attention to details, and exceptional value - qualities that have made the Ford F Series America's best selling truck for 19 straight years.With this kind of success, the next thing you'll see when you look into a Ford pickup might just be yourself. Have you driven a Ford lately?",1
"Come on. You're a smart person. If you're buying an suv, why not get the one with the best gas mileage? The Ford Escape's 1.6 liter Ecoboost engine saves you an average of fifteen hundred dollars on gas over 5 years. Ford Escape the smarter way to get there.",1
"All Hybrids are not created equal. Unlike the competition's mild hybrids, which always require power from the gasoline engine, full hybrids - like the new Ford Escape Hybrid - have the ability to drive in electric-only mode at certain speeds. That means less trips to the gas station. 80% better fuel economy. In fact, this SUV is the most fuel-efficient SUV out there. No, all hybrids are not created equal. On the road to a better future, some are born to lead the way. Ford Escape Hybrid. Earth's First Full Hybrid SUV.",1
"In the next thirty seconds, you should remember two things: first, your Ford Dealer has incredible offers on Escorts, and second, you have a limited amount of either 3.9% financing, which means thousands in savings...or 750 cash back, that means no money down. Once again, get an Escort with either 3.9% financing or 750 cash back. But hurry to your New England Ford Dealer before these deals run out.",1
"The totally redesigned Ford Expedition. Now you can achieve maximum inner space in seconds. With totally automatic powered rear seats, that fold entirely flat in just seconds. If you haven't considered a Ford lately, think again.",1
"From day one, Ford Explorer has been the leader of the herd. This year, the new Explorer will go further out front by adding optional side-impact airbags and heated front seats to an already long list of standard features. Plus, as a Low Emissions Vehicle, the new Explorer actually runs cleaner than most passenger cars on the road today. Ford Explorer. The most evolved species out there.",1
"Tom and Sally worked hard to get where they are. Now that they've ""arrived"", all they want is to get the heck out. So, last weekend they traded business talk for a babbling brook and conference calls for conifer pines. They aimed their new Ford Explorer Sport toward the country, took turns driving, and sang out loud whenever they felt the urge. The new 2014 Ford Explorer Sport. Well-equipped at just $25,000.",1
"It's easy to see why Ford has the top selling pickup truck in America. Because, when you look into a Ford, you'll find innovation, attention to details, and exceptional value - qualities that have made the Ford F Series America's best selling truck for 19 straight years.With this kind of success, the next thing you'll see when you look into a Ford pickup might just be yourself. Have you driven a Ford lately?",1
"The difference is a Macpherson Strut front suspension that hugs the road and provides better handling. The difference is a 5 year 100,000 mile extended powertrain protection plan. The difference is up to 3,000 dollars cash back or 0% financing for up to 5 years, or choose a $199 a month lease on Ford Focus, the choice is yours, the difference is Ford.",1
The all new Ford Freestar. If you haven't looked at Ford lately. Look again.,1
"First rule of taking the world by surprise?Do something, the world will actually noticeIntroducing the entirely new Ford Fusionwith an available turbo charge Eco Boost Engineand a hybrid that doubles the city fuel efficiencyof the average midsize sedanIt is an entirely new idea of what a car could behttp://www.youtube.com/watch?v=dgbqqR_SeYI",1
"Ever since Nick turned sixteen, twenty years ago, not a single day has passed without his name on the title of a mustang. To him it's not just a car. It's the car. For Nick and an entire generation, the name alone conjures up images of open road, dark sunglasses, and a black rubber signature. The allure is mystical. And since '64, Mustang has always kept its promise of power, freedom, and outright rage against convention. Just ask Nick.",1
"There's something new under the sun ... a quick way to catch a few rays. This year, the FORD MUSTANG LX CONVERTIBLE is more fuel-efficient than ever, so you can spend less time at the pump and more time fueling your spirit! Just drop the top ... and get set for a sun-shining performance. With the MUSTANG LX. Have you driven a Ford lately?",1
"My grand daddy had a Ford Pickup. My daddy had a Ford Pickup, and now I have me a Ford Pickup. Ford Pickup--the best pickup money can buy.",1
It's a car that boasts as much personality as special features. Get to know a real character. The Scion tC - from Ford.,1
"Ford introduces the all new Taurus, for those who want to have it all and take it all with them. For those who have an eye for design and a passion for performance. And for those who want the latest in safety, including standard dual air bags and available anti-lock brakes, the all new Ford Taurus Wagon. For those whose dreams are a little bigger.",1
"Why wait for a change in scenery, when you can make your own? Attitude. Ford ZX2. Built to last.",1
"Alright if your thinkin' about getting a new truck,you're probably thinkin' about fuel economy.Well you're goin' to want torque to go with it.Cause unless your usin' your truck to deliver Pizzas,you ain't getting' anything done without it.Torque is Power.It pulls trailers,hauls dirt,drags boulders.Torque is what is what gets the cap off your beer,and only the Ford F-150 with Eco-Boost has the best combination oftorque and fuel economy.""Think about that!""Introducing the new 2013 F-150.Contributed by Richurd",1
They're just auto parts. Does it make a difference what brand they are? Does it matter who installs them? We think so. Ford-Lincoln-Mercury Genuine parts--Genuine service-- Genuine peace of mind.,1
"""I'm proud to be married to a GM dealer...and so is my husband!"" Before I became a General Motors dealer, I saw firsthand how GM's training and support helped Jim grow his GM dealership. Now, I operate my own successful Saturn dealership. And I'm proud that both Jim and I sell quality, reliable GM cars to people in our community. Lots of folks ask if we consider ourselves competitors. I laugh and tell them that with General Motors on our side, we're both winners.",1
It's 1894. You've got a job interview. Tomorrow. 140 miles away. GIDDYUP. General Motors. People in Motion.,1
You walk in. You sit down. You push a button. 1000 cars and trucks. 100 winners nationwide. 1 hot button. It's the widest selections of cars and trucks on the planet. For a chance to win go to a participating GM dealer. Push the On Star button and play the game! Have you pushed the Hot Button yet?,1
"Love LifeLove being greenLove the worldLove room serviceLove making a differenceLove Rainy days in bedLove feeling sexyLove champagneLove sunny daysIntroducing our new 2012 fall collection available now online or in stores, with over 20 locations in the New York metro area.Visit Generationloveclothing.com or call 212 672 0375.Happy Holidays from New York, Generation Love.",1
"When you get behind the wheel of a new GEO METRO, the road is yours. Driving excitement begins with a sport suspension and a smoother 150-horsepower engine. And all at a smart price that's thousands less than Accord or Camry. That's the new GEO METRO...Right now, get 0% financing at participating dealers.",1
"Motor Trend's 2014 Sport/Utility of the year: the 2002 GMC Envoy. They've made an electronically controlled air suspension available on Envoy for a supremely smooth and comfortable ride. They've added 8-way adjustable front bucket seats, dual-zone climate control and dozens of other amenities that will impress more than the judges!",1
"Ya know, back when I played football in college, they called me the ""powerhouse"", cause I was the biggest and baddest guy on the team. But after college, I kinda settled down. But to keep myself feeling strong, I bought a powerhouse...the GMC Jimmy. The Jimmy is the biggest and baddest truck on the road. It came with 4-wheel drive, a 210-horsepower engine, and 32-inch wheels. All for about 18 thousand bucks. The GMC Jimmy...your personal powerhouse.",1
"The Sierra crew cab doesn't just offer more horsepower,more towing,more payload and more torque than Ram or Tundra. Sierra offers a locking rear differential which locks when Ram & Tundras limited slip...slips. Never Send A Truck To Do A Man's Job. The 2010 GMC Sierra. May the best truck win.",1
"Remember being a kid and coming in the door with dirt on your pants and mud on your shoes? Man, oh, man, were you in trouble. Enter the all-new GMC Sonoma Highrider. You're in trouble again. The new Highrider package is designed to handle the kind of trouble you'll find off-road. It comes with gas-charged shocks and 15-inch wheels. You sit high. Look good. Ride smooth. Combine all that with standard 4-wheel anti-lock brakes and it's in a class by itself. But don't take our word for it. Call 1-800-GMC-TRUCK and go for a ride.",1
"The GMC Sierra Denali luxury pickup truck, our most powerful half-ton luxury pickup truck, provides you with our most luxurious appointments and most advanced technology. Full-feature, leather-appointed front bucket seats include heated cushions and seatbacks.An acoustical insulation package helps provide a quiet ride. And premium materials abound in Sierra Denali trucks, including real wood inserts in the steering wheel and brushed metal accents. Sierra Denali trucks also provide you with unmatched performance in 2WD and AWD configurations: its VORTEC 6.2L V8 engine produces an incredible 403 horsepower - delivered via a smooth six-speed automatic transmission.The GMC Sierra Denali luxury pickup truck. GMC. We are professional grade.",1
"SPEC: read should resemble a fairy tale.Once upon a time, very recently, a successful businesswoman named Goldilocks was in the market for a luxury car.First, she test-drove the big luxury sedans from Japan and Germany - and found them too soft.Next, she tried a racy driving machine, and, alas, found it too hard.Then Goldilocks visited her local Audi dealer and drove an A series sedan. Much to her delight, Goldilocks found the Audi to be - you guessed it - just right.",1
"All around the world, wherever you are driven and being driven, wherever you are moved and being moved, Goodyear is there. One company, with many faces, united by a global purpose. To deliver the highest quality with innovation and value. One company with many goals, relationships, teams, excellence and strength. One company with shared values. Quality, integrity, wellness and safety. We care for our environment and our community. We are committed to learning with each other...and from each other. One company. Driving. Moving. Touching lives. For more than 100 years and 100 more to come. Goodyear will be there. Many faces. One company. Goodyear.",1
"At HAMPTON TOYOTA, we're having a sale that'll blow you away! It's our annual July 4th birthday extravaganza. Hundreds of cars, trucks, and vans ... at unbelievable rock bottom prices. Shop around. Then come to HAMPTON because we guarantee the lowest prices. The right car, the right price, the right dealer. HAMPTON TOYOTA ... right where it counts.",1
"Introducing a very special automobile. Being built in limited numbers doesn't make it special. Nor the fact that it's available for a limited time. Even adding air conditioning, automatic transmission, and an AM/FM stereo isn't that unusual. But when all this describes a HONDA ACCORD at $21,235. ""special"" sounds downright inadequate.",1
"When I graduated college, I thought I'd never be able to afford a car, especially a brand new one. Luckily, a friend told me about a special ""college financing program"" from Honda. And when I checked out my local Honda dealer, I realized even I could afford a brand new car. All I had to do was put 10% down, then I wouldn't pay any more until I found a job. I couldn't believe how easy it was. Thank goodness for Honda's college program.",1
"Ya know, the other day I was telling my wife about this incredible dealI found on a new Honda, and all she could say was ""We can't afford a new car"". So then I started telling her about how much car you can get for so little money. And she says ""Not cheap enough"". Then I mention the air conditioning, air bags, and even a CD Player. So what does she say?...You guessed it! But then when I mentioned the price...she actually smiled. Honda...it has everyone smiling.",1
All the power of a 240 horsepower V-6 engine. All the performance of VTEC technology. All the reliability of a hundred-thousand-mile tune-up. All the environmental dedication of a Low Emission Vehicle. All this. And it's available with a responsive 6-speed manual transmission. Surely you didn't expect anything less. The 6-speed Accord Coupe from Honda.,1
"The Honda Accord Hybrid is no rocket, but with a 0-60 time of 7.5 seconds - impressive. Get a great deal at Marooney Honda of Miami 5925 N.W. 167 Street, just off the Palmetto Expressway.",1
"At this moment you can get a reliable Honda Civic and save on options like air conditioning, a Sirius Radio, and a center storage console. The Civic value package from Honda. Get yours before time runs out.",1
"Ladies and Gentlemen. May I have your attention please. I'd like to welcome you all to the first release in Honda's new Earth Dreams technology series. Stylish design with substance!.....now, there's a clever thought. We like to think of it as getting the best of both worlds - Sleek and sporty coupe-like styling, but with the added practicality of 5 doors and Magic Seats that adjust to suit your lifestyle. How good is that eh! Plus soon, you'll have the choice of a new 1.6 litre turbo diesel engine that delivers a remarkable balance of fuel economy and performance. Ladies and Gentlemen. Clever thinking at its best! ....The Honda Civic Hatch.",1
Opportunity knocks only once a year. And it's gone before you know it. See your Honda dealer while the window of opportunity is still wide open.,1
"Ever go outside? Well technically, that makes you the outdoorsy type. You don't have to be an 'extreme athlete' to get good use of the all-new CR-V from HONDA. But with its rugged Real Time 4 wheel drive, built-in picnic table and roomier interior, you could be an 'extreme picnicker'. HONDA. The all new CR-V.",1
"Screamin' down the motorway! Here comes Fit Sport. Impetuous. Inspired by all things powerful beyond their size. Five doors. Five passengers. Five gears. Get your piston-pumpin' thrill from a gas-sipper, low emission vehicle. VTEC power. A mean, clean machine that delivers 38 miles per gallon on the highway. Burn, baby, burn.",1
"You can express your opinion about the environment on your car, or you can do it with you car. Introducing America's first gasoline electric hybrid, the Insight, from Honda. The most fuel efficient car in the world.",1
"Up here, the vehicle closest to the North Pole has the right-of-way. Even with a 240-hp engine, a 4-wheel drive system and a quadruple 5-star safety rating, it's good to be courteous. The new Pilot from Honda.",1
"Take a deep breath, buckle up, and press the red start button. The Honda S2000 packs a 237 hp, 2.2-liter VTEC engine, making it the most exhilarating sports car Honda has ever built. You don't have to take its engine up to 8000 rpm's . . . although you can, just for fun. The Honda S2000 is ready, willing, and able. Are you?",1
You are what you drive. Or so the saying goes. Which brings us to the new LEV Accord from Honda. LEV is short for Low-Emission Vehicle. Which means the folks who live in your neighborhood will come to the only logical conclusion...you've made a responsible decision to drive the new low-emission LEV Accord.,1
"HondaWhat is Honda?For him...it's better roads.For them...better schools.It helps her put food on the table.And helps to keep her kids safe.It's savings for the things they want.and resources for the things they need.It's better jobs, steady jobs.At Honda...we're proud to be part of the fabric...the lifeblood of all these things. Because together...we're not just building cars... ...we're helping to build a community...right here at home.",1
"HondaWhat is Honda?For him...it's better roads.For them...better schools.It helps her put food on the table.And helps to keep her kids safe.It's savings for the things they want.and resources for the things they need.It's better jobs, steady jobs.At Honda...we're proud to be part of the fabric...the lifeblood of all these things. Because together...we're not just building cars... ...we're helping to build a community...right here at home.",1
"In a world where SUV's have begun to look like their owners, complete with love handles and mushy seats, the H2 proves that there is still one out there that can drop and give you 20. And with a more spacious comfortable interior and a host of standard features, the H2 strikes a perfect balance between interior comfort, on-road capability and off-road capability. Hummer. Like nothing else.",1
Maximalism. The new H2. HUMMER. Like nothing else.,1
"Hyundai has options to shop for a vehicle online...and a participating dealer will deliver it, right to you.Get zero APR for up to 84 months on the 2020 Tuscon, or Elantra...plus make no payments for 4 months.Visit Hyundai USA dot com",1
"Some status symbols are more about intelligence. Announcing one of the few mid-size sedans to offer both front and side airbags as standard equipment. The totally redesigned Sonata from Hyundai. Generously equipped, the new Sonata is built with the added safety of a steel-reinforced safety cage and features a robust and powerful V6 engine and fresh, distinctive new lines. To learn more, visit www.hyundai.com or call 1-800-826-CARS. HYUNDAI. Driving is Believing.",1
"Close your eyes and picture a vehicle exterior that expresses beauty and elegance. Inside, envision the rich comfort and innovative features that enhance every ride. OK? Now open your eyes.Surprised?The all new Hyundai Equus is waiting for you.With Hyundai Assurance Connected Care and America's Best 10-Year/100,000-Mile Warranty.Finally, a vehicle that doesn't compromise taste for affordability.",1
"Spice things up. The Hyundai Sante Fe. V6 power, full-time four wheel drive, and freedom of America's best warrantee plan. The Sante Fe.",1
"There's Mozart's piano sonata in B flat major.There's Schubert's sonata in A minor.And then, there's the all new Hyundai Sonatain a 14 step electro-charged paint robo-dip.Because beautiful works of art are meant to last.",1
"Edmunds dot com said ""Hyundai just might take over the world with this thing"".Car and Driver dot com exclaimed ""Just call it impressive.""And Motortrend dot com added ""this could be America's next best seller.""All of that, before any of them saw this.[price appears on screen]Presenting the two hundred horsepower, thirty five miles per gallon...Hyundai Sonata.And you can quote us on that.",1
The all new Hyndai Tuscon with America's best warranty. Perfect for whatever...whenever.,1
Have you ever driven a car with air conditioning that creates a calming breeze?Have you driven a car that has pure gold flake hand polished into the wood?Of course you haven't. Because it's never been a car. Until now. In the all new Infiniti M.This is inspired performance. This is the way of Infiniti.,1
They said an SUV would never have the heart of a sports car. They said an SUV would never turn heads. Or give directions. Or play movies. They were wrong. The 315-horsepower Infiniti FX. Rethink the SUV at Infiniti.com.,1
"Luxury vehicles are engineered and soldIn in staggering numbers.Amalgamations of steel, glass and wood.It's a soulless process, that produces soulless cars.They lack that certain spark.The spark of inspiration.That alchemy, that can transform oil and canvassinto art.A moment to a memoryor two simple brush strokes into an Infiniti.The inspiration is evident in everything we touch.It brings life to our sheet metal.Artistry to our engineering,and a voice to our brand.Inspired performance is infiniti's new tagline.Its performance that's elevated by the beauty of art,and fluidity of nature.Its performance that's measured by how well wehandle the emotional terrain of our owners.Its performance that transforms purely functional into something inspirational.But inspired performance is more than just a tagline.Its our philosophy.It tells us where we are,where we are going,and what we must do to get there.And it serves as an ever present reminder,that we are all traveling together.Our designers,our dealers,our test drivers,our engineers,we are all inspired.We make inspired vehicles.Chosen by inspired owners.",1
"When machines start driving machines we'll consider a change.Computers can measure performance. But computers can't feel. They don't have a pulse.Which is why Infiniti has a Master Driver, recognized by the Ministry of Japan for his extraordinary skill.His sole job is to provide engineers with human feedback.Emotional feedback.One drive in a G Sedan, Coupe, Convertible, or the new G25 Sedan, and you'll instantly feel the exhilarating difference he makes.This is inspired performance.This is the way of Infiniti.",1
"Design is the new luxury. It's what makes Infiniti the most progressive car company in the world. It has the power to transform the functional into the emotional. It fuels innovation. It fuels performance. And it fuels us to create objects that are as powerful and beautiful as they are provocative. At Infiniti, form follows function, and follows no one. The 340-horsepower FX. From Infiniti.",1
"Here's to being unlabeled, unclassified and unconventional. To fusing sized and performance. To having the power of a 315-horsepower V8. To being an S-squared U-V, with exponentially more sport, and utility when you need it. Here's to the FX45. (Infiniti. Accelerating the future.)",1
"IDesign is the new luxury. It's what makes Infiniti the most progressive car company in the world. It has the power to transform the functional into the emotional. It fuels innovation. It fuels performance. And it fuels us to create objects that are as powerful and beautiful as they are provocative. At Infiniti, form follows function, follows no one. The 340-horsepower FX. From Infiniti.",1
Have you ever driven a car with air conditioning that creates calming breezes?Have you driven a car that has pure silver dust hand polished into the wood?Of course you haven't. Because it's never been a car. But the all new Infiniti M.This is inspired performance. This is the way of Infiniti.,1
The 2019 Infiniti QX50...luxury should be lived in...lease the all new Infiniti QX50 for 379 a month...Infiniti...Empower the Drive,1
"Uncompromised power and Efficiency the 2014 Infiniti M HybridInspired by nature, we crafted a hybrid featuring the harmonious coexistence of graceful power and quiet efficiency.Introducing the only vehicle delivering more than 350 hp and 30 mpg.Crafted to deliver signature Infiniti performance the Infiniti Direct Response Hybrid system features a 1 motor, 2 clutch parallel hybrid power train that lets you experience all 360 horsepower allowing you to take your Infiniti M Hybrid from 0 to 60 mph in less than 6 seconds.The 2014 Infiniti M Hybrid. visit you local Infiniti dealer, or infintiusa.com for more information.",1
"When machines start driving machines we'll consider a change.Computers can measure performance. But computers can't feel. They don't have a pulse.Which is why Infiniti has a Master Driver, recognized by the Ministry of Japan for his extraordinary skill.His sole job is to provide engineers with human feedback.Emotional feedback.One drive in a G Sedan, Coupe, Convertible, or the new G25 Sedan, and you'll instantly feel the exhilarating difference he makes.This is inspired performance.This is the way of Infiniti.",1
"Here's how this works. You pay Infinity of Baltimore zero down payment, zero interest and no payments for a year and we send you $500.00. Nice.",1
"You outgrew your stroller. You outgrew your first bike. You outgrew your first car. It happens. Life is too big to fit in a car. That's why we don't make cars. We believe that big lives need the big cargo space of an Isuzu Trooper. And if you outgrow 85 cubic feet of cargo space, well, good luck. Isuzu. No cars.",1
"My kids are driving me crazy! I don't know what they expect from me! How am I supposed to get Danny and Peter to karate when it's my turn to carpool Elizabeth and her friends Jenny, Susan, and Karen to ballet? And oh-no -- I forgot! Fluffy has to go to the vet -- and all of this at the same time!!! Thank God I have an Isuzu Trooper. With it's 8 comfortable seats, and enough storage space for my kids' lunch boxes, soccer equipment, skis, and Fluffy, the Isuzu Trooper is my best friend.",1
"(seductive, alluring) Sometimes an object of desire gets more intriguing, more irresistible, the closer you get. The new 2014 S Type. Beyond beautiful. To experience the new S Type visit your local Jaguar retailer today.",1
Can you resist? The power to turn a quick glance into a lasting stare. Breathtaking good looks. Luscious handcrafted appointments. Bluetooth wireless phone technology. The incredible performance of a 390-hp supercharged V8 engine. Maybe those hairs on the back of your neck are trying to tell you something. The new S-Type Jaguar.,1
Elegant. Luxurious. Magnificent...and affordable. The all new SE1200 from Jaguar. Sophistication...simplified.,1
"""See yourself going barefoot wearing silk pajamas...See yourself mastering mountain golf and kayaking through class 3 rapids.See yourself moving to the rhythm of a 290 horsepower V8.""See yourself driving the new Jaguar XJ series.Test drive one at your local Newington dealer on 320 Main Street, next door to Home Depot.""",1
"Jeep Grand Cherokee -- it's tough, sporty, yet sophisticated. It's the go-anywhere, do-anything, see-and-be-seen vehicle. Jeep's state-of-the-art 4-wheel drive is like no other and it sports one of the most powerful engines in its class. In fact, the Jeep Grand Cherokee is so fully equipped, you won't need anything...except a road. Jeep Grand Cherokee...you can take that to the bank ... or even up the Grand Canyon.",1
"Maybe it's the unmatched luxury and capability. The fuel economy and Grand Cherokee styling. Or the improved V-6 performance and fuel efficiency. If you've been looking to feel the freedom of a new Jeep vehicle, there's no reason to hold back. You have the power. And where you'll find it is within. During the Independence Day event, well-qualified lessees can sign and drive Grand Cherokee Laredo 4 X 2 for $379-a-month.",1
The lug nuts don't fall far from the tree. The all new Jeep Liberty. Jeep- Have fun out there.,1
"If you're looking for the ultimate release from the overcrowded and over-sanitized world of civilization, then what you definitely need is a Jeep Wrangler Sport. To answer the call of nature or to get more information, call 1-800-925-JEEP or visit a Jeep in person.",1
"The legendary Zamboni ice resurfacer dramatically improved the sports of hockey and figure skating. When the first production version hit the rinks in 1950, it was built on the chassis of a Jeep 4x4--another legendary vehicle that knows a thing or two about performance on slippery surfaces. Great things are built into every Jeep 4x4. And, as Zamboni proved back in 1950, sometimes great things are built on them as well. Jeep. There's only one.",1
"If you've been waiting for big, you just struck the mother lode. Introducing our new flagship, the Vulcan 2000, featuring the largest production liquid-cooled V-twin ever. It's the newest member of an exclusive group of bikes that also includes the Vulcan 1600 Mean Streak, a combination of cruiser comfort and sportbike handling. Or choose the classic styling of the Vulcan 1500 Nomad with hard bags and a ride that'll make you wish the long road ahead were even longer. For more information call 1-800-661-RIDE or visit Kawasaki.com Kawasaki - Let the good times roll.",1
"The Kia Sedona, It's the minivan with the governments highest safety rating and the lowest price. Visit your New York, New Jersey and Fairfield County Kia Retailers, Hurry.",1
"The HEMI engine is back and it's available in the Dodge Ram trucks atLakeland Chrysler Dodge. You can get 0% financing on select Rams or buythe Mayor for as little as $12,998. So, grab life by the horns at LakelandChrysler Dodge. We're conveniently located just 1 mile south of I-4 on US98 just south of Home Depot.That's Lakeland Chrysler DodgeDisclaimer: Dealer retains all incentives, see dealer for details",1
"Walk into a Land Rover retailer, and you'll find that the experience of buying or having a vehicle serviced with Land Rover really is different. Refreshing, some say. We promise that it's not just rhetoric. We want your experience in a Land Rover Centre to be memorable, entertaining and productive.",1
"World Leaders. Royal Families. Pop Stars. The Pope. Our Demographic. For over half a century, Land Rovers have been transporting very important people to very important places. Peace summits. Coronations. Sold-out concert venues. And somewhere between Winston Churchill and the Pope, it occurred to us; If we're going to be carrying luminaries, shouldn't we lavish them in absolute comfort and style? And so we created our first Range Rover.",1
Some people buy the car of there dreams.Others buy a car based on the deal they get.During the Lexus golden opportunity sales event you can do both. Lease the 2010 RX 350 for 499 a month for 35 months with 3699 due at signing.,1
This is not a time for business as usual.Unless your business as usual has always been about putting people first.Find out how your Lexus dealer can service your individual needs.What we've always done.,1
"The road to perfection is not paved with asphalt. It is formed from equal parts curiosity, passion and ambition. The new E-S from Lexus. A new look. Intuitive technology. An inspired ride. While perfection is not the right road for everyone, for us it's a daily commute. The Lexus E-S. The passionate pursuit of perfection",1
"At Lexus, we believe that luxury should never be compromised for sportiness. And vice versa. Which is why the Lexus GS is 100% of both. Sports car or luxury car? Let your senses be the judge. The Lexus GS 430.",1
"Discover the innovative Lexus Hybrid Drive. The RX hybrid 08 spoils the driver, not the scenery. It's the world first hybrid luxury utility vehicle that maximizes power and comfort while minimizing emissions. Lexus Hybrids. Discover the power of H.",1
"You've never been a big fan of making decisions by the numbers. Whether it's horsepower, calorie counts or Twitter followers, you always prefer to feel things out. Here's a good rule of thumb. Things should feel ""Amazing""! Introducing the 2014 Lexus IS. The perfect blend of performance and precision. Available at you local Lexus dealer now or visit Lexus.com.",1
"This Lexus LE costs under 30 grand, which is pretty remarkable when you consider it has things like an automatic transmission, air, stereo, power steering, anti-lock brakes, and a whole lot more...but what's really surprising about Lexus is that we've managed to keep it priced that low...even allowing for inflation. So test drive a Lexus LE at a dealer near you.",1
"The new Lexus LX450 comes equipped with full-time four-wheel drive, a powerful, high-torque engine, and class-leading ground clearance. Yet, it comes with amenities such a leather-trimmed interior, multi-adjustable power front seats and an automatic climate control system. It even has seating for seven. And if all that doesn't impress a mountain, perhaps riding over it a few times will. To test-drive the LX450, simply visit your local Lexus dealer.",1
Enjoy 15 minutes of fame. Four times every hour. The Lexus SC. The passionate pursuit of perfection.,1
